RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
4675,27619,117961,118413,118414,118321,153318,290919,118322,1
37623,1912,119134,119135,118042,120097,174445,270488,120099,1
43759,1065,117961,118327,121589,118641,306399,118643,118644,1
98053,3527,117961,118225,120054,118702,303450,118704,118705,1
23995,5409,117961,118343,119993,118321,240983,290919,118322,1
23181,56026,117983,117984,117878,118568,292195,19721,118570,1
23986,7893,117961,118343,118979,120497,133686,118424,120499,1
80268,7807,117961,118327,118518,118043,118756,270488,118046,0
74779,3936,117943,117944,117945,117946,140016,292795,117948,1
44977,50015,117961,118343,119598,120344,310997,118424,120346,1
42085,21340,11146,118491,117920,118568,131694,19721,118570,1
79950,141,117961,118225,122273,118321,117906,290919,118322,1
23964,5178,117961,118343,118660,118826,158101,118424,118828,1
24912,88570,117961,118413,120370,118321,117906,290919,118322,1
33248,4341,117961,118300,118957,118321,117906,290919,118322,0
35347,4997,118290,118291,121108,119502,132803,117887,119503,0
75946,3225,117961,118327,118929,118321,117906,290919,118322,1
73117,15567,117961,118052,119408,118536,118537,308574,118539,1
29304,58407,117975,117976,117884,117885,117913,117887,117888,1
2824,2780,118887,118888,19666,118396,310907,118398,118399,1
35969,4403,118315,118316,129128,119849,126747,118638,119851,0
80207,154585,118212,118213,120551,118321,240983,290919,118322,1
37732,63542,117910,117911,117941,117885,117913,117887,117888,1
78855,49889,118315,118463,118404,118321,117906,290919,118322,1
76831,30533,91261,118026,119507,123648,123107,120518,123650,1
90461,14731,117961,118446,118447,118321,117906,290919,118322,1
33248,18454,117961,118343,119598,125171,257115,118424,125173,1
17308,8234,117961,118300,118783,118784,117906,290919,118786,1
33147,51342,117961,118343,118609,120097,174445,270488,120099,1
25993,31986,118573,118574,118042,118811,145413,19793,118813,1
44641,5127,117961,118300,118597,118834,146010,118424,118836,1
75336,17561,91261,118026,122938,118278,118260,290919,118279,1
32402,16970,91261,118026,124942,120952,126309,118453,120954,1
75078,21280,117961,118386,120361,120690,127922,290919,120692,1
23181,67615,117932,117933,117878,118568,310414,19721,118570,1
104668,7504,117961,118300,118783,118321,117906,290919,118322,1
278393,3918,117961,118343,118660,119433,133686,118424,119435,1
41116,5697,117961,118386,118692,118784,126514,290919,118786,1
73798,25329,118212,119763,123173,124537,199592,118870,124539,1
83226,1350,117961,118052,120096,117905,117906,290919,117908,1
91171,2291,117961,118225,120663,122297,120664,118331,118899,1
25883,222415,120140,120141,120559,120952,128432,118453,120954,1
40237,102232,91261,118026,118027,119004,120093,119006,119007,1
35793,1600,117961,118327,118507,118054,120514,117887,118055,1
1020,17789,117961,118052,119986,117905,117906,290919,117908,1
23463,2765,118290,118291,118301,120344,267006,118424,120346,1
42367,25760,118006,118007,117884,117899,117897,19721,117900,1
25993,4729,117961,118300,125821,118054,118443,117887,118055,1
28568,13418,119402,119403,117895,117896,117913,117887,117898,1
20281,71589,117916,118150,118599,179731,150184,117887,117973,1
43876,82206,118079,118080,117878,117885,117913,117887,117888,1
81296,6453,125714,125715,118910,118321,117906,290919,118322,1
6977,5405,117961,118343,119598,117905,117906,290919,117908,1
18072,57680,118256,118257,117945,117946,118806,292795,117948,0
35197,86,117961,118446,122550,118321,117906,290919,118322,1
23096,14758,117961,118225,120054,118702,132654,118704,118705,1
80805,4828,117961,118343,118395,118890,125128,118398,118892,1
80503,3990,117961,117962,118409,120516,123107,120518,120519,1
78106,53747,117916,118150,117884,118568,147925,19721,118570,1
75496,71258,118181,118182,117878,126502,310825,117887,126504,1
278393,19679,117935,117936,117878,117899,117899,19721,117900,1
28550,56802,118003,118004,117878,117899,117879,19721,117900,1
79092,14321,118084,118085,117884,117879,117886,19721,117880,1
20292,51095,117926,118124,118344,118054,120238,117887,118055,1
31369,3722,117961,118300,120059,118636,124718,118638,118639,1
74883,1539,117961,118225,121716,119849,150266,118638,119851,1
13878,17598,117961,118300,118631,307024,132719,118331,118332,1
33002,46254,117961,118327,126310,118641,123881,118643,118644,1
40630,15888,118595,118596,81476,120344,233010,118424,120346,1
107623,4362,118212,118213,126955,119962,311618,118205,119964,1
75834,189,117961,118413,121639,117905,240983,290919,117908,1
34924,28590,117961,118327,120685,118321,118448,290919,118322,1
43583,16850,117961,118225,119092,119093,120324,119095,119096,1
84052,671,117961,117962,118352,118321,117906,290919,118322,1
30906,69326,91261,118026,123656,118321,117906,290919,118322,1
43025,19702,118269,118270,117878,117879,117879,19721,117880,1
39631,15417,117961,119256,120943,126684,130913,292795,126685,1
32270,17262,119596,119597,119598,135809,311834,118331,135811,1
39883,5330,117961,118052,118867,118685,279443,308574,118687,1
89729,1954,117961,117962,118501,120702,308462,118504,120704,0
38112,55842,117893,117894,117895,117896,117897,117887,117898,1
31232,17695,117890,117891,117878,117885,118020,117887,117888,1
42085,8699,117961,118343,118660,118924,166636,118667,118926,1
76868,2780,118887,118888,19666,118396,310907,118398,118399,1
78555,828,117961,118300,124816,117905,117906,290919,117908,1
80191,1334,117961,117962,118910,119949,230830,290919,119951,1
77178,84772,117961,118327,121694,122022,306795,119221,122024,1
33054,3918,117961,118343,118660,118912,309291,118424,118914,1
20292,311085,117926,117927,117884,117885,117913,117887,117888,1
73561,7284,91261,118026,118202,117905,117906,290919,117908,1
43876,56680,118079,118080,117878,117879,117913,19721,117880,1
37008,54684,117961,117962,118910,118685,137802,308574,118687,1
20272,83497,117910,117911,117884,117885,117913,117887,117888,1
19310,13352,5110,117954,117895,117879,278115,19721,117880,1
17249,5604,117961,118343,119598,118958,159709,118960,118961,1
75834,16735,117961,118300,118783,118321,290919,290919,118322,1
33156,4659,117961,118225,120663,118321,117906,290919,118322,1
73194,3838,117961,118225,119924,118321,117906,290919,118322,1
4675,71391,117961,118386,118522,117905,287351,290919,117908,1
34924,34826,118555,118178,118320,118321,117906,290919,118322,1
33054,5323,117961,118343,119598,120006,304736,118424,120008,1
37439,4669,117961,118327,118391,117905,117906,290919,117908,1
25993,3077,117961,118300,120312,124194,124195,118363,124196,1
26390,2610,117961,118327,121979,118321,117906,290919,118322,1
22682,4993,117961,118343,118979,118826,134537,118424,118828,1
74016,17789,117961,118052,119986,118321,117906,290919,118322,1
28149,70169,117961,118386,118635,131997,167505,131999,132000,1
45215,273476,117926,118266,117920,118568,310732,19721,118570,1
34072,221,117961,118413,120370,118321,118448,290919,118322,1
39863,7133,117961,118327,118320,118321,117906,290919,118322,1
15714,46613,118573,118574,117945,280788,280788,292795,119082,1
75665,96999,119691,119692,118635,131795,117906,119695,131797,1
14960,26172,118084,118085,117941,117885,117913,117887,117888,1
73102,16098,117961,118327,120171,120647,240979,118398,120649,1
40712,771,117961,118300,120722,118784,213944,290919,118786,1
23990,4335,119134,119135,118660,118293,118302,118295,118296,1
23174,5114,117961,118300,119890,120344,303717,118424,120346,1
80877,1412,117902,117903,119181,118451,130134,118453,118454,1
15720,16139,117961,118327,119995,118054,120514,117887,118055,1
391,48701,117926,117927,117884,117879,117886,19721,117880,1
37942,12456,117935,117936,117878,117885,117913,117887,117888,1
16191,2017,117961,118327,121645,124886,147144,118643,124888,1
14354,273476,117926,118266,117920,118568,310732,19721,118570,1
25270,4838,117961,118343,119598,119433,133686,118424,119435,1
18605,4803,117961,118225,124449,307024,256495,118331,118332,1
77300,54652,118169,118170,118556,117946,232258,292795,117948,1
31714,15459,118169,118170,135245,259173,143905,292795,118943,1
43952,23228,117961,118446,118471,130606,255657,118474,130607,1
18333,1549,118084,118085,117920,118129,132803,118131,118132,1
74302,1443,117961,118343,120722,118321,117906,290919,118322,1
20284,27863,117959,117960,117920,118568,310732,19721,118570,1
87089,30527,117961,118225,120551,119928,127692,118331,119929,1
15714,57538,121005,121006,117945,117946,125711,292795,117948,1
78999,28590,117961,118327,120685,118777,279443,308574,118779,1
74001,58699,118090,118091,117884,117885,117913,117887,117888,1
1281,52687,117961,117962,117904,128230,302830,4673,128231,1
79935,2343,119691,119692,118635,122967,311441,119695,122969,1
37951,56226,118602,118603,118008,117885,117913,117887,117888,1
5112,52105,118595,118596,81476,121469,130834,118424,121471,1
80815,5114,117961,118300,119890,118422,300136,118424,118425,1
4684,5636,117961,118413,122007,118321,117906,290919,118322,1
111652,5043,117961,118300,118458,120006,310997,118424,120008,1
38392,60825,117980,118076,117941,117885,117913,117887,117888,1
75834,7253,117961,118225,118403,118321,117906,290919,118322,1
73144,16698,117961,118300,118597,118980,301534,118295,118982,1
2788,14800,117961,117962,118352,118784,117906,290919,118786,1
33125,29134,117961,118300,123719,118321,117906,290919,118322,1
34924,34608,117961,118327,118320,118321,125206,290919,118322,1
43507,25687,117961,118343,118660,118924,119212,118667,118926,1
4675,4474,117961,118446,119064,118784,117906,290919,118786,1
0,36,117961,118413,119968,118321,117906,290919,118322,1
7678,275544,117876,117877,117878,117879,117879,19721,117880,1
84820,2407,117961,118446,120317,118321,245058,290919,118322,1
75078,8520,117961,118386,119954,118318,168365,118205,118319,1
17278,4727,117961,118300,125872,118530,278014,118131,118532,1
43027,2014,117961,117962,117904,118368,129597,117887,118486,1
37459,205,117961,118386,118746,118321,117906,290919,118322,1
79006,1350,117961,118052,120096,118321,117906,290919,118322,1
79821,16972,117961,118343,119987,118523,310608,118331,118525,1
43821,50556,117910,117911,117884,118568,170423,19721,118570,1
34311,16133,5110,117954,122672,158289,158290,19721,158291,1
81472,1600,117961,118327,118507,118890,311441,118398,118892,1
19722,7560,117961,118343,119181,118321,117906,290919,118322,1
80446,54618,117961,118052,118821,118321,117906,290919,118322,0
22394,87910,91261,118026,119279,118451,126309,118453,118454,1
2235,1475,91261,118026,118450,128093,153719,119184,128095,1
35376,95428,91261,118026,118202,118321,117906,290919,118322,1
39330,4500,117961,118052,118881,118321,117906,290919,118322,1
4675,2299,117961,117962,119223,123045,118959,120518,123047,1
76630,4583,117961,118413,120370,117905,197088,290919,117908,1
18339,5432,117961,118327,118391,118321,117906,290919,118322,1
45300,4993,117961,118343,118979,118826,134537,118424,118828,1
80524,5919,117961,118446,16232,118321,117906,290919,118322,0
45089,19718,117961,117962,119223,118502,308462,118504,118505,1
40654,20102,117961,118327,123757,122129,187084,121916,122131,1
25753,126887,122532,122533,117945,117946,177472,292795,117948,1
4675,771,117961,118300,120722,118321,118448,290919,118322,1
41758,73841,118315,118316,140453,129229,182258,119788,129231,1
76415,4659,117961,118225,120663,118321,117906,290919,118322,1
6977,16850,117961,118225,119238,119093,139668,119095,119096,1
28572,33884,118670,118671,117895,117896,117913,117887,117898,1
79092,5432,117961,118327,118391,118641,123881,118643,118644,1
22430,1012,117961,118225,119924,118321,117906,290919,118322,1
74697,942,117902,117903,120722,118958,118959,118960,118961,1
42972,29762,117961,118052,120398,118728,128963,118295,118730,1
41340,16588,119920,119921,137107,118321,117906,290919,118322,0
34869,94844,117961,117969,121617,124799,124800,121620,124801,1
4675,6199,117961,118225,120663,117905,117906,290919,117908,1
45652,2290,117902,117903,118403,128422,122352,118453,128424,1
39331,71189,117961,118386,121883,118318,168365,118205,118319,1
43305,84891,120342,120343,118631,128230,216365,4673,128231,1
20292,58457,117926,118266,117941,118568,167402,19721,118570,1
74128,5085,117961,118300,118395,123067,300044,118398,123068,1
15732,2594,117961,118300,120410,128230,302830,4673,128231,1
1020,6284,118212,118213,120551,117905,134159,290919,117908,1
75057,15384,117943,117944,117945,117946,117947,292795,117948,1
25565,1755,117961,117962,119223,125793,305057,118643,125795,1
75078,5511,117961,118386,119954,117905,172635,290919,117908,1
34498,49646,119691,119692,118635,120903,118406,119695,120904,1
74757,52856,117961,118052,121949,118054,118054,117887,118055,1
80556,7913,117961,117962,120677,122067,120065,118424,122069,1
34950,23185,117961,118327,4674,118685,311622,308574,118687,1
33354,2371,117961,117962,118501,118502,308462,118504,118505,1
79363,31436,118582,120216,117895,117899,117899,19721,117900,1
38468,19892,117993,117994,117895,117896,117913,117887,117898,1
39262,16527,91261,118026,118202,117905,117906,290919,117908,1
31232,22547,117890,118102,117878,127700,203113,19721,127702,1
29021,3944,117961,118343,118514,118321,117906,290919,118322,1
6725,6845,117961,117969,6725,123684,123685,6725,123686,1
76551,53230,117876,117877,117878,117879,117879,19721,117880,1
45904,25772,118006,118007,117941,117885,117886,117887,117888,1
103486,4023,117961,118446,119064,118321,117906,290919,118322,1
85491,8068,117961,118386,121668,118321,117906,290919,118322,1
37260,14867,117890,118102,117878,117885,118103,117887,117888,1
43758,16569,117961,118327,120559,118777,279443,308574,118779,1
89684,4549,117961,118225,120050,118259,118260,290919,118261,1
78240,69637,119062,119091,120410,118278,120411,290919,118279,1
30584,7785,118573,118574,117945,259173,127423,292795,118943,1
4675,17828,117961,118300,118514,128230,302830,4673,128231,1
39262,21280,117961,118386,120361,120690,127922,290919,120692,1
78176,671,117961,117962,118352,118321,117906,290919,118322,1
971,51124,117961,118300,118631,118834,123413,118424,118836,1
6921,49425,117961,118343,119598,118422,300136,118424,118425,1
33111,16541,117961,118225,120551,117905,117906,290919,117908,1
33194,3053,117961,118225,120663,124886,132017,118643,124888,1
40864,1530,117961,118300,119984,118890,311441,118398,118892,1
25209,5730,117961,118446,118833,120578,137493,118762,120580,1
42316,4478,117961,118386,118746,117905,240983,290919,117908,1
80717,3878,117961,118327,119830,122551,117906,118762,122552,1
77386,7651,117961,118386,118746,118321,117906,290919,118322,1
32589,3707,118290,118291,118684,119949,121350,290919,119951,1
4675,1525,117961,118413,121639,117905,117906,290919,117908,1
16512,2541,117961,118343,118856,118321,117906,290919,118322,1
4675,23347,117961,118386,120671,118777,279443,308574,118779,1
18418,1728,117961,118327,118507,118890,124964,118398,118892,1
4675,50736,117961,118052,118821,118321,117906,290919,118322,1
0,4468,117961,118413,119968,118784,118785,290919,118786,1
75834,5916,117961,118446,16232,117905,117906,290919,117908,1
37352,16588,119920,119921,137107,118321,117906,290919,118322,0
75305,16973,117961,118300,124942,117905,117906,290919,117908,1
16294,4698,117961,117962,118352,118321,290919,290919,118322,1
20287,57986,118185,31010,117884,117885,117913,117887,117888,1
25265,5043,117961,118300,118458,120006,310997,118424,120008,1
26391,71387,117961,118386,118522,118784,121873,290919,118786,1
19722,770,117961,118300,119181,118451,130134,118453,118454,1
44641,13828,117961,118300,118395,118890,125128,118398,118892,1
37793,50662,118290,118291,118437,124419,137017,118424,124421,1
33592,46515,11146,118491,117884,117879,117886,19721,117880,1
34648,806,117961,118300,123719,118321,117906,290919,118322,1
78240,2594,117961,118300,120410,128230,302830,4673,128231,1
38782,858,117961,118327,118529,122129,168451,121916,122131,1
4675,13854,117961,118052,118821,119743,119743,3130,119745,1
45904,1030,117961,118343,120722,118361,118362,118363,118364,1
23096,3966,117961,118343,122012,118321,240983,290919,118322,1
39450,15384,124034,124035,117945,280788,126042,292795,119082,1
22563,35953,119062,119091,143531,118321,117906,290919,118322,1
17278,120308,118163,119075,119076,118422,124426,118424,118425,1
18072,1328,118212,118213,118403,117905,134159,290919,117908,1
67717,8751,117932,117933,117878,117879,117879,19721,117880,1
15013,8155,117902,117903,122007,117905,117906,290919,117908,1
89860,4933,117961,118300,118458,307024,301218,118331,118332,1
7543,5916,117961,118446,16232,122551,128532,118762,122552,1
38470,30461,118670,118671,117895,117896,117913,117887,117898,1
20293,27461,117926,118124,117941,117879,117886,19721,117880,1
75324,139593,118212,118213,119781,119782,169177,119784,119785,1
79092,168,117961,118413,121639,118451,130134,118453,118454,1
80195,994,117961,118300,120312,119849,124690,118638,119851,1
25993,17788,117961,118446,119961,132671,118260,290919,132673,1
28508,76530,118003,118004,117878,117899,117879,19721,117900,1
77249,2199,4292,126095,118378,179731,179731,117887,117973,1
20178,4659,117961,118225,120663,118784,147114,290919,118786,1
74550,17713,117961,118225,122273,118321,240983,290919,118322,1
44641,51124,117961,118300,118631,118422,126423,118424,118425,1
16530,866,117961,118413,120526,118259,132668,290919,118261,1
77216,8243,117887,118178,118320,118747,130134,118453,118749,1
20299,11513,117929,117930,117920,120132,197098,120134,120135,1
34026,23200,117961,118413,123125,118685,120316,308574,118687,0
20897,19673,117961,118446,16232,118530,278014,118131,118532,1
18418,140260,118163,119075,119076,118834,311236,118424,118836,1
77319,4718,117961,118446,120317,118321,117906,290919,118322,1
27801,7893,117961,118343,118979,120497,133686,118424,120499,1
45790,7822,117961,118327,118492,132692,226262,270488,132694,1
81319,6222,117961,118052,120096,117905,117906,290919,117908,1
32423,20169,117961,118343,118660,117905,117906,290919,117908,1
39332,4478,117961,118386,118692,117905,240983,290919,117908,1
90483,3811,120864,121013,118395,118396,269406,118398,118399,1
76429,84891,120342,120343,118631,118784,125684,290919,118786,1
278393,4953,117961,118343,118911,120344,310997,118424,120346,1
20272,66400,117910,117911,119791,179731,145167,117887,117973,1
33235,59421,117961,118327,118507,118863,122008,118398,118865,1
30906,95428,91261,118026,118202,118321,117906,290919,118322,1
3853,6890,117961,118446,120317,117905,117906,290919,117908,1
75231,5244,117961,118343,119598,118321,240983,290919,118322,1
7543,8686,117961,118327,119830,118321,117906,290919,118322,1
45610,25771,118006,118007,117941,118568,127856,19721,118570,1
45652,4496,117961,118225,120551,118321,117906,290919,118322,1
28510,63172,117929,117940,117941,117879,117886,19721,117880,1
19815,17828,117961,118300,118514,128230,302830,4673,128231,1
20364,56058,118212,118213,118458,118912,309291,118424,118914,1
38710,57659,118084,118085,117884,117885,117913,117887,117888,1
42977,17253,117961,118052,120398,118054,118054,117887,118055,1
75272,2395,117961,118300,123055,118728,301534,118295,118730,1
31183,26140,117961,118413,130859,118536,130860,308574,118539,1
25993,5604,117961,118343,119598,118636,235245,118638,118639,1
80807,15542,117961,118300,118395,118396,300044,118398,118399,1
972,5018,118595,118596,81476,118826,140711,118424,118828,1
2925,2931,117961,118343,118700,118784,117906,290919,118786,1
28586,5659,117961,118300,124725,118784,118785,290919,118786,1
75045,57757,117961,118343,142038,118321,117906,290919,118322,1
41569,52735,117961,118052,120356,120357,220778,118424,120359,1
18339,41797,117961,118386,118522,122060,130360,290919,122062,1
6094,6018,117961,118413,122007,118784,118785,290919,118786,1
76416,13441,117961,118225,122870,118207,279443,270488,118209,1
32270,3077,117961,118300,120312,118361,118362,118363,118364,1
77993,5206,117961,117962,120677,123670,305057,121916,123672,1
23965,4951,117961,118343,120126,119433,133686,118424,119435,1
1937,13876,117961,118386,118404,118841,240982,118643,118843,0
70805,15504,117961,118386,123656,118321,117906,290919,118322,1
31346,20105,117961,117969,120823,129909,181275,118453,129911,1
33642,10087,117910,118855,117920,118568,131694,19721,118570,1
941,1915,117961,118300,119181,118321,117906,290919,118322,0
115394,185,119134,119135,118575,118172,307446,249618,118175,0
80638,7551,117961,118052,118867,118321,117906,290919,118322,1
32642,15417,117961,119256,119257,126684,130913,292795,126685,1
37672,119058,118079,118080,117878,117885,118177,117887,117888,1
37732,98566,117922,117923,123279,179731,146655,117887,117973,1
75078,70788,118315,118463,118522,123651,121927,118467,123652,1
23921,4887,117961,118343,118979,120006,310997,118424,120008,1
80199,94005,117902,118041,119238,119093,138522,119095,119096,1
25886,160736,119301,119302,119303,118641,306399,118643,118644,1
80605,5183,118290,118291,119837,118834,169002,118424,118836,1
73106,1222,117961,118327,120171,120647,256168,118398,120649,1
25269,5649,117961,118446,118684,118760,118761,118762,118763,1
37793,20563,117890,117891,117878,117879,117879,19721,117880,1
74189,13844,117961,118327,119995,118523,310608,118331,118525,1
43742,5320,118290,118291,119598,120344,260942,118424,120346,1
29119,7370,117961,117962,118481,118321,117906,290919,118322,0
17849,58454,117978,117979,118810,120033,275613,19793,120035,1
1969,55627,117980,118076,131868,128093,163160,119184,128095,1
1105,1600,117961,118327,118507,118890,311441,118398,118892,0
3130,50003,117961,118343,124816,119743,132775,3130,119745,1
39264,7824,119280,119281,118623,118995,136748,292795,118997,1
26411,28527,5110,117954,117895,117885,117955,117887,117888,1
45143,15886,117961,118052,120356,122067,237245,118424,122069,1
33146,70062,117961,118386,118746,118321,117906,290919,118322,1
37785,7020,118169,118170,121716,120611,136293,249618,120613,1
101364,13848,119920,119921,119922,118685,119923,308574,118687,1
74629,2071,117961,118386,118501,118502,130777,118504,118505,1
37639,12919,118216,118217,118846,179731,128361,117887,117973,1
35790,1605,117961,118327,128935,118396,235280,118398,118399,1
80762,17214,117961,118225,120535,123067,169986,118398,123068,1
19989,1214,119134,119135,120171,117896,136369,117887,117898,1
25993,17598,117961,118300,118631,119587,176829,118704,119589,1
79092,49283,117961,118300,119181,118321,117906,290919,118322,1
45673,26828,118138,118139,117920,118568,281735,19721,118570,0
80368,5140,117961,118343,121710,118784,126514,290919,118786,1
40867,4357,117961,118052,119742,118321,117906,290919,118322,1
43278,32457,117961,118327,118320,117905,240983,290919,117908,1
39262,15894,117961,118052,119986,118685,126297,308574,118687,1
34924,767,117961,118343,118437,118321,117906,290919,118322,1
44977,22458,117961,117962,120677,307024,306404,118331,118332,1
16116,64710,117961,118446,119408,118777,279443,308574,118779,1
1020,6137,117961,118225,120551,133306,133307,118205,133308,1
32270,124925,117961,118225,122273,118321,118448,290919,118322,1
698,2296,117961,118413,277693,120952,130134,118453,120954,1
17278,52098,119062,119091,118957,117905,117906,290919,117908,1
75270,58849,117961,118327,118492,118747,125738,118453,118749,1
40777,31851,118185,31010,117884,118568,244056,19721,118570,1
26437,8280,118212,118580,117895,117885,117913,117887,117888,1
75815,27619,117961,118413,118414,118321,117906,290919,118322,1
28586,1930,122880,122974,122870,120097,281292,270488,120099,1
36476,132529,117902,117903,132530,118321,117906,290919,118322,1
25993,4931,118290,118291,119488,118293,119489,118295,118296,1
43877,50473,118079,118080,117878,117879,118177,19721,117880,1
4675,14785,117961,118327,120318,118321,117906,290919,118322,1
17308,17270,117961,118300,125872,118826,236735,118424,118828,1
74995,7074,117961,118052,122938,118784,216282,290919,118786,1
33150,2014,117961,117962,117904,120773,127525,118960,120774,1
33039,7389,117961,118386,118746,118747,239652,118453,118749,1
4650,7253,117961,118225,118403,117905,117906,290919,117908,1
17226,17319,117961,117962,118791,121469,310997,118424,121471,1
28074,14889,117961,118300,118437,123045,196284,120518,123047,1
74196,4151,118990,118991,118992,128230,302830,4673,128231,1
15716,55668,117902,118041,117945,280788,280788,292795,119082,1
34984,5235,120864,121013,121961,125171,174005,118424,125173,1
22682,21824,117961,118446,118684,117905,117906,290919,117908,1
25225,8697,117961,118446,119064,118784,117906,290919,118786,1
26808,1080,117961,118052,118378,118451,151171,118453,118454,1
74390,3526,117961,118225,120323,119093,120324,119095,119096,1
44474,5524,117961,118343,118514,118321,290919,290919,118322,1
73756,5649,117961,118446,118684,118760,118761,118762,118763,1
25989,4928,117961,118300,118421,120344,222039,118424,120346,1
19962,49283,117961,118300,119181,118321,117906,290919,118322,1
80566,6278,117961,118343,120722,118321,117906,290919,118322,1
75834,84891,120342,120343,118631,118321,311778,290919,118322,1
35788,108112,117961,117969,118970,120647,311441,118398,120649,1
80224,77941,119062,119091,119362,117905,311485,290919,117908,1
80732,19986,117961,118225,118403,120773,136187,118960,120774,1
75649,4370,117961,118343,118514,118784,165715,290919,118786,1
75901,5002,117961,118343,119598,118422,300136,118424,118425,1
25057,27147,117961,118343,122299,119949,121350,290919,119951,1
80878,4642,117961,118225,120551,118685,279443,308574,118687,1
41758,28253,118315,118463,123089,118784,130219,290919,118786,1
43165,1475,91261,118026,118450,128093,150602,119184,128095,1
25549,8784,117961,118300,119890,118834,150799,118424,118836,1
36463,7684,118573,118574,118623,118995,129731,292795,118997,1
20222,38902,118256,118257,117945,118274,118806,292795,118276,1
5893,2003,118441,118442,118378,118054,122180,117887,118055,1
6977,6982,117961,118300,118783,118321,118406,290919,118322,1
37951,23390,118602,118603,117941,117885,119621,117887,117888,1
42681,20447,117961,118327,120283,121527,133249,118398,121529,1
25751,15398,118169,118170,118575,130479,139169,119784,130481,1
42093,15554,117961,118386,123144,118890,125128,118398,118892,1
41594,23185,117961,118327,4674,118685,311622,308574,118687,1
45950,32457,117961,118327,118320,118321,117906,290919,118322,1
37138,4375,117961,118343,120347,120344,311701,118424,120346,1
23179,7443,117961,118446,119961,118278,287351,290919,118279,1
19312,311087,118095,118096,118008,117885,118097,117887,117888,1
83272,19986,117961,118225,125139,120773,118959,118960,120774,1
23960,3526,117961,118225,120323,119093,152422,119095,119096,1
34433,8094,117961,118343,119142,118321,117906,290919,118322,1
34871,16671,117961,118052,118706,118523,310608,118331,118525,1
26917,19642,117961,118413,118481,118321,118448,290919,118322,1
84038,69502,118658,118659,123606,118451,120319,118453,118454,1
35499,3763,117961,118300,120059,120812,310589,118638,120814,1
20226,51746,118752,118753,117945,280788,280788,292795,119082,1
23127,55132,118169,118170,118042,118054,119008,117887,118055,1
33241,18686,117961,118386,128823,118784,118785,290919,118786,1
98494,7133,117961,118327,118320,118784,118785,290919,118786,1
32588,1443,117961,118343,120722,118784,117906,290919,118786,1
38470,46479,117983,117984,117878,179731,118368,117887,117973,1
29118,7001,117961,118327,118933,121594,132108,4673,121596,1
5906,126887,122532,122533,117945,280788,280788,292795,119082,1
75834,123313,118169,118170,125857,118172,118173,249618,118175,1
32634,7030,118212,118213,123201,117905,117906,290919,117908,1
26360,15412,117961,118343,127705,119849,170027,118638,119851,0
74995,1723,117961,119256,119257,280788,280788,292795,119082,1
25985,16850,117961,118225,119092,119093,131097,119095,119096,1
73876,59347,117961,118327,118320,118321,118448,290919,118322,1
75274,50810,119062,119091,119223,118278,151426,290919,118279,1
23988,5114,117961,118300,119890,118422,300136,118424,118425,1
34195,17831,117961,118343,28618,121594,131163,4673,121596,1
106868,17514,117961,118343,121747,118321,117906,290919,118322,0
101294,2948,118315,118316,225010,118777,279443,308574,118779,1
31825,15542,117961,118300,118395,118396,300044,118398,118399,1
28546,19915,117935,117936,117878,117879,117879,19721,117880,1
4696,7079,117961,118343,118514,118685,197103,308574,118687,1
74001,146286,118090,118091,119424,179731,146287,117887,117973,1
79092,2780,118887,118888,19666,118396,310907,118398,118399,1
1020,17215,117961,118225,120535,123067,300044,118398,123068,1
78113,18449,117961,118300,119181,118465,159686,118467,118468,1
3853,122272,117961,118225,122273,117905,117906,290919,117908,1
31200,6227,117961,118343,118437,118784,117906,290919,118786,1
977,61016,119596,119597,119703,118912,174408,118424,118914,1
84797,17223,117961,118225,120535,123067,269406,118398,123068,1
73144,52314,117961,118300,118301,118980,306795,118295,118982,0
77295,19959,117961,118327,274241,118685,279443,308574,118687,1
34548,8229,117961,118300,121305,118784,124402,290919,118786,1
80773,3000,117961,118225,120551,117905,117906,290919,117908,1
37951,55751,118602,118603,117941,117885,117913,117887,117888,1
37362,3697,117961,118327,118933,118747,130134,118453,118749,0
15714,18096,118256,118257,118623,280788,193644,292795,119082,0
38206,7459,5110,117954,122672,118685,223708,308574,118687,1
15720,84718,117961,118225,121716,120611,221283,249618,120613,1
39720,48801,117926,118266,117941,118568,281735,19721,118570,1
23990,1744,118290,118291,120171,120284,132803,117887,120285,1
74212,3889,117961,118386,121668,117905,240983,290919,117908,1
1151,125466,117902,117903,120171,120990,157414,118398,120992,1
111911,8121,91261,118026,118746,117905,117906,290919,117908,1
80555,770,117961,118343,119181,118451,130134,118453,118454,1
28866,5739,117961,118446,118684,118924,140784,118667,118926,1
33054,5022,118887,118888,118631,118912,309291,118424,118914,1
45520,151425,119062,119091,118514,118028,168365,117887,118030,1
45143,15422,117961,118052,122392,130479,209981,119784,130481,1
20897,15387,117887,118178,117945,118129,118129,118131,118132,0
74506,2837,118887,118888,118631,118422,163805,118424,118425,1
41569,7389,117961,118386,118746,118747,239652,118453,118749,1
15910,5540,117961,118300,123472,118321,117906,290919,118322,1
16987,5739,117961,118446,118684,118924,140784,118667,118926,1
20897,13849,117961,118386,118317,118530,129384,118131,118532,1
